route,weight_hat_a,weight_hat_b,weight_mamba,weight_atd,interp,blend_interp,sharpen_amount,sharpen_radius,clip_mode,mamba_mix_mode,mamba_residual_sigma,mamba_gray_mode,tone_gamma,tone_gain,tone_bias,psnr,ssim,edge,lpips,proxy,metrics_csv
wa0p375_wb0p325_wm0p3_raw,0.375,0.325,0.3,,,0.0,0.0,1.0,hard,blend,0.0,,,,,35.345787897427286,0.9981234535574913,0.9804063320159913,0.039547349559143186,43.21624658368593,experiments/router_metrics_20260512/hat_hat_mambairv2l_dflip_probe40_wide/wa0p375_wb0p325_wm0p3_raw.csv
wa0p35_wb0p35_wm0p3_raw,0.35,0.35,0.3,,,0.0,0.0,1.0,hard,blend,0.0,,,,,35.34555630714239,0.9981244310736657,0.9804056003689766,0.039548458729404955,43.21601717686352,experiments/router_metrics_20260512/hat_hat_mambairv2l_dflip_probe40_wide/wa0p35_wb0p35_wm0p3_raw.csv
wa0p325_wb0p375_wm0p3_raw,0.325,0.375,0.3,,,0.0,0.0,1.0,hard,blend,0.0,,,,,35.34528994039944,0.9981250479817391,0.9804048165678978,0.039550108840921895,43.21574964374383,experiments/router_metrics_20260512/hat_hat_mambairv2l_dflip_probe40_wide/wa0p325_wb0p375_wm0p3_raw.csv
wa0p3_wb0p4_wm0p3_raw,0.3,0.4,0.3,,,0.0,0.0,1.0,hard,blend,0.0,,,,,35.34498881251133,0.9981256991624832,0.9804039686918259,0.03955169038381427,43.215447564102256,experiments/router_metrics_20260512/hat_hat_mambairv2l_dflip_probe40_wide/wa0p3_wb0p4_wm0p3_raw.csv
wa0p275_wb0p425_wm0p3_raw,0.275,0.425,0.3,,,0.0,0.0,1.0,hard,blend,0.0,,,,,35.34465305214122,0.9981261268258095,0.9804031163454056,0.03955304936389439,43.2151099470591,experiments/router_metrics_20260512/hat_hat_mambairv2l_dflip_probe40_wide/wa0p275_wb0p425_wm0p3_raw.csv
wa0p25_wb0p45_wm0p3_raw,0.25,0.45,0.3,,,0.0,0.0,1.0,hard,blend,0.0,,,,,35.344282675732515,0.9981262981891632,0.9804021835327148,0.03955430538044311,43.21473622117204,experiments/router_metrics_20260512/hat_hat_mambairv2l_dflip_probe40_wide/wa0p25_wb0p45_wm0p3_raw.csv
wa0p425_wb0p25_wm0p325_raw,0.425,0.25,0.325,,,0.0,0.0,1.0,hard,blend,0.0,,,,,35.34330968785373,0.9981158807873726,0.9803978204727173,0.039641505008330566,43.213517603506745,experiments/router_metrics_20260512/hat_hat_mambairv2l_dflip_probe40_wide/wa0p425_wb0p25_wm0p325_raw.csv
wa0p4_wb0p275_wm0p325_raw,0.4,0.275,0.325,,,0.0,0.0,1.0,hard,blend,0.0,,,,,35.343153378575934,0.998117384314537,0.9803972199559212,0.03964371695765294,43.2133646904597,experiments/router_metrics_20260512/hat_hat_mambairv2l_dflip_probe40_wide/wa0p4_wb0p275_wm0p325_raw.csv
wa0p375_wb0p3_wm0p325_raw,0.375,0.3,0.325,,,0.0,0.0,1.0,hard,blend,0.0,,,,,35.34296244054666,0.9981187298893929,0.9803965330123902,0.0396447337931022,43.21317841832158,experiments/router_metrics_20260512/hat_hat_mambairv2l_dflip_probe40_wide/wa0p375_wb0p3_wm0p325_raw.csv
wa0p35_wb0p325_wm0p325_raw,0.35,0.325,0.325,,,0.0,0.0,1.0,hard,blend,0.0,,,,,35.342736699154024,0.9981200471520424,0.980395819246769,0.03964741277741268,43.21295379500499,experiments/router_metrics_20260512/hat_hat_mambairv2l_dflip_probe40_wide/wa0p35_wb0p325_wm0p325_raw.csv
wa0p325_wb0p35_wm0p325_raw,0.325,0.35,0.325,,,0.0,0.0,1.0,hard,blend,0.0,,,,,35.34247624195566,0.9981210052967071,0.9803950831294059,0.03964931361260824,43.212693812769494,experiments/router_metrics_20260512/hat_hat_mambairv2l_dflip_probe40_wide/wa0p325_wb0p35_wm0p325_raw.csv
wa0p3_wb0p375_wm0p325_raw,0.3,0.375,0.325,,,0.0,0.0,1.0,hard,blend,0.0,,,,,35.342180968270085,0.9981217741966247,0.9803942710161209,0.0396506836230401,43.212398788235994,experiments/router_metrics_20260512/hat_hat_mambairv2l_dflip_probe40_wide/wa0p3_wb0p375_wm0p325_raw.csv
wa0p275_wb0p4_wm0p325_raw,0.275,0.4,0.325,,,0.0,0.0,1.0,hard,blend,0.0,,,,,35.34185104041095,0.9981224715709687,0.9803934246301651,0.039652277703862635,43.21206816368937,experiments/router_metrics_20260512/hat_hat_mambairv2l_dflip_probe40_wide/wa0p275_wb0p4_wm0p325_raw.csv
wa0p25_wb0p425_wm0p325_raw,0.25,0.425,0.325,,,0.0,0.0,1.0,hard,blend,0.0,,,,,35.34148647260319,0.9981229722499847,0.9803925260901452,0.03965282936696894,43.211703699549446,experiments/router_metrics_20260512/hat_hat_mambairv2l_dflip_probe40_wide/wa0p25_wb0p425_wm0p325_raw.csv
wa0p225_wb0p45_wm0p325_raw,0.225,0.45,0.325,,,0.0,0.0,1.0,hard,blend,0.0,,,,,35.341087255615335,0.9981232732534409,0.9803915873169899,0.03965392354875803,43.211302222672444,experiments/router_metrics_20260512/hat_hat_mambairv2l_dflip_probe40_wide/wa0p225_wb0p45_wm0p325_raw.csv
wa0p4_wb0p25_wm0p35_raw,0.4,0.25,0.35,,,0.0,0.0,1.0,hard,blend,0.0,,,,,35.33953964378675,0.998111617565155,0.9803843319416046,0.03974252209882252,43.209492968863245,experiments/router_metrics_20260512/hat_hat_mambairv2l_dflip_probe40_wide/wa0p4_wb0p25_wm0p35_raw.csv
wa0p375_wb0p275_wm0p35_raw,0.375,0.275,0.35,,,0.0,0.0,1.0,hard,blend,0.0,,,,,35.33935449002438,0.9981131881475449,0.9803836882114411,0.0397435542778112,43.2093138867769,experiments/router_metrics_20260512/hat_hat_mambairv2l_dflip_probe40_wide/wa0p375_wb0p275_wm0p35_raw.csv
wa0p35_wb0p3_wm0p35_raw,0.35,0.3,0.35,,,0.0,0.0,1.0,hard,blend,0.0,,,,,35.33913473711702,0.9981147825717926,0.9803829923272133,0.039745000563561915,43.20909941607508,experiments/router_metrics_20260512/hat_hat_mambairv2l_dflip_probe40_wide/wa0p35_wb0p3_wm0p35_raw.csv
wa0p325_wb0p325_wm0p35_raw,0.325,0.325,0.35,,,0.0,0.0,1.0,hard,blend,0.0,,,,,35.33888012197014,0.9981160491704941,0.9803822785615921,0.03974690859904513,43.2088471569182,experiments/router_metrics_20260512/hat_hat_mambairv2l_dflip_probe40_wide/wa0p325_wb0p325_wm0p35_raw.csv
wa0p3_wb0p35_wm0p35_raw,0.3,0.35,0.35,,,0.0,0.0,1.0,hard,blend,0.0,,,,,35.338590871905474,0.9981171667575837,0.9803815156221389,0.03974889427190646,43.208559115151445,experiments/router_metrics_20260512/hat_hat_mambairv2l_dflip_probe40_wide/wa0p3_wb0p35_wm0p35_raw.csv
wa0p275_wb0p375_wm0p35_raw,0.275,0.375,0.35,,,0.0,0.0,1.0,hard,blend,0.0,,,,,35.33826692616221,0.9981180489063263,0.9803807035088539,0.03974982326035388,43.20823698009717,experiments/router_metrics_20260512/hat_hat_mambairv2l_dflip_probe40_wide/wa0p275_wb0p375_wm0p35_raw.csv
